#MCPC Serial Number:9
#firmware=5.20
#mfgdate=16/6/2
#smpslop=285 
#smpoffs=411 
#satslop=292 
#satoffs=405 
#cal_tmp=22.9 
#coincid=3350 
#cs_diff=25.0
#prsslop=317 
#prsoffs=135 
#anlgcal=128
#
#YY/MM/DD	HR:MN:SC	aveconc	concent	rawconc	cnt_sec	condtmp	satttmp	satbtmp	optctmp	inlttmp	smpflow	satflow	pressur	condpwr	sattpwr	satbpwr	optcpwr	satfpwr	fillcnt	err_num
18/06/21	10:18:59	10054.20	10057.00	9765.00	59130	20.1	45.1	45.1	30.1	21.8	363	365	972	238	59	24	50	46	0	0
18/06/21	10:19:00	10042.00	9962.00	9676.00	58580	20.1	45.1	45.2	30.1	21.8	363	365	972	238	59	12	50	46	0	0
18/06/21	10:19:01	10022.60	10049.00	9757.00	59080	20.1	45.1	45.2	30.1	21.8	363	365	972	238	59	12	50	46	0	0
18/06/21	10:19:02	9990.80	9949.00	9663.00	58511	20.1	45.1	45.1	30.1	21.8	363	365	972	238	59	24	50	46	0	0
18/06/21	10:19:03	9997.80	9972.00	9684.00	58638	20.1	45.2	45.1	30.1	21.8	363	365	972	238	29	24	50	46	0	0
18/06/21	10:19:04	9987.20	10004.00	9715.00	58798	20.1	45.2	45.1	30.1	21.8	363	365	972	238	29	24	50	46	0	0
18/06/21	10:19:05	10015.00	10101.00	9806.00	59398	20.1	45.2	45.1	30.2	21.8	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:06	10043.60	10192.00	9892.00	59900	20.1	45.2	45.1	30.2	21.8	362	365	972	238	29	24	25	46	0	0
18/06/21	10:19:07	10087.00	10166.00	9867.00	59689	20.1	45.1	45.1	30.2	21.8	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:08	10165.00	10362.00	10053.00	60903	20.1	45.1	45.1	30.2	21.8	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:09	10266.00	10509.00	10190.00	61725	20.1	45.1	45.1	30.2	21.8	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:10	10361.00	10576.00	10253.00	62082	20.1	45.1	45.1	30.2	21.8	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:11	10410.80	10441.00	10125.00	61352	20.1	45.1	45.1	30.2	21.8	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:12	10422.20	10223.00	9921.00	60134	20.1	45.2	45.1	30.2	21.8	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:13	10356.60	10034.00	9742.00	59010	20.1	45.2	45.1	30.2	21.9	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:14	10241.40	9933.00	9648.00	58501	20.1	45.2	45.1	30.2	21.9	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:15	10094.00	9839.00	9560.00	57953	20.1	45.2	45.1	30.2	21.9	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:16	9940.80	9675.00	9404.00	57000	20.1	45.1	45.1	30.2	21.9	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:17	9780.60	9422.00	9165.00	55555	20.1	45.1	45.1	30.2	21.9	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:18	9671.40	9488.00	9228.00	55943	20.1	45.1	45.2	30.3	21.9	363	365	972	238	59	12	0	46	0	0
18/06/21	10:19:19	9584.40	9498.00	9237.00	55986	20.1	45.1	45.1	30.2	21.9	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:20	9505.60	9445.00	9186.00	55625	20.1	45.2	45.1	30.2	21.9	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:21	9485.40	9574.00	9309.00	56394	20.1	45.2	45.2	30.2	22.0	363	365	972	238	29	12	25	46	0	0
18/06/21	10:19:22	9502.20	9506.00	9244.00	56049	20.1	45.1	45.2	30.3	22.0	363	365	972	238	59	12	0	46	0	0
18/06/21	10:19:23	9514.20	9548.00	9285.00	56260	20.1	45.1	45.1	30.2	22.0	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:24	9505.00	9452.00	9193.00	55703	20.1	45.1	45.2	30.2	22.0	363	365	972	238	59	12	25	46	0	0
18/06/21	10:19:25	9514.00	9490.00	9229.00	55906	20.1	45.2	45.2	30.2	22.0	363	365	972	238	29	12	25	46	0	0
18/06/21	10:19:26	9492.40	9466.00	9207.00	55789	20.1	45.2	45.1	30.2	22.0	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:27	9489.60	9492.00	9232.00	55941	20.1	45.2	45.1	30.2	22.0	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:28	9459.40	9397.00	9142.00	55410	20.1	45.2	45.1	30.2	22.0	363	365	972	238	29	24	25	46	0	0
18/06/21	10:19:29	9448.20	9396.00	9140.00	55346	20.1	45.1	45.1	30.2	22.0	363	365	972	238	59	24	25	46	0	0
18/06/21	10:19:30	9438.00	9439.00	9181.00	55611	20.1	45.1	45.1	30.2	22.0	363	365	971	238	59	24	25	46	0	0
18/06/21	10:19:31	9427.40	9413.00	9157.00	55513	20.1	45.1	45.1	30.2	22.0	363	365	971	238	59	24	25	46	0	0
18/06/21	10:19:32	9418.60	9448.00	9190.00	55701	20.2	45.2	45.1	30.2	22.0	363	365	971	239	59	112	50	46	0	0
18/06/21	10:19:33	9422.60	9417.00	9161.00	55565	20.2	45.2	45.1	30.2	22.0	363	365	971	239	59	112	50	46	0	0
18/06/21	10:19:34	9420.60	9386.00	9131.00	55334	20.2	45.2	45.1	30.2	22.0	363	365	971	239	59	112	50	46	0	0
18/06/21	10:19:35	9427.60	9474.00	9215.00	55834	20.2	45.3	45.2	30.2	22.0	363	365	971	240	29	27	50	46	0	0
18/06/21	10:19:36	9451.00	9530.00	9267.00	56170	20.2	45.2	45.2	30.2	22.0	363	365	971	240	59	27	50	46	0	0
18/06/21	10:19:37	9450.40	9445.00	9187.00	55729	20.2	45.2	45.2	30.2	22.0	363	365	971	240	59	27	50	46	0	0
18/06/21	10:19:38	9465.20	9491.00	9230.00	55981	20.1	45.2	45.2	30.2	22.0	363	365	971	240	29	13	25	46	0	0
18/06/21	10:19:40	9506.60	9593.00	9327.00	56542	20.1	45.2	45.2	30.2	22.0	363	365	971	240	29	13	25	46	0	0
18/06/21	10:19:41	9499.60	9439.00	9180.00	55682	20.1	45.2	45.3	30.2	22.0	364	365	971	240	29	0	25	46	0	0
18/06/21	10:19:42	9502.20	9543.00	9278.00	56304	20.1	45.2	45.3	30.2	22.0	363	365	971	240	29	0	25	46	0	0
18/06/21	10:19:43	9505.00	9459.00	9200.00	55781	20.1	45.2	45.3	30.2	22.1	363	364	971	240	29	0	25	46	0	0
18/06/21	10:19:44	9525.40	9593.00	9327.00	56513	20.1	45.2	45.3	30.2	22.1	363	364	971	240	29	0	25	46	0	0
18/06/21	10:19:45	9511.60	9524.00	9261.00	56144	20.1	45.1	45.3	30.2	22.1	363	364	971	240	59	0	25	46	0	0
18/06/21	10:19:46	9543.60	9599.00	9333.00	56582	20.1	45.1	45.3	30.2	22.1	363	364	971	240	59	0	25	46	0	0
18/06/21	10:19:47	9557.60	9613.00	9347.00	56607	20.1	45.1	45.3	30.2	22.1	363	365	971	240	59	0	25	46	0	0
18/06/21	10:19:48	9617.60	9759.00	9483.00	57424	20.1	45.2	45.2	30.2	22.1	363	364	972	240	29	13	25	46	0	0
18/06/21	10:19:49	9659.60	9803.00	9524.00	57682	20.1	45.2	45.2	30.2	22.1	363	364	972	240	29	13	25	46	0	0
18/06/21	10:19:50	9735.80	9905.00	9620.00	58332	20.1	45.2	45.2	30.2	22.1	363	364	972	240	29	13	25	46	0	0
18/06/21	10:19:51	9775.00	9795.00	9517.00	57706	20.1	45.2	45.2	30.2	22.1	363	364	972	240	29	13	25	46	0	0
18/06/21	10:19:52	9802.80	9752.00	9477.00	57431	20.1	45.2	45.2	30.3	22.1	363	365	972	240	29	13	0	46	0	0
18/06/21	10:19:53	9776.80	9629.00	9360.00	56689	20.1	45.1	45.2	30.2	22.1	363	365	972	240	59	13	25	46	0	0
18/06/21	10:19:54	9766.20	9750.00	9475.00	57354	20.1	45.1	45.2	30.2	22.2	363	365	972	240	59	13	25	46	0	0
18/06/21	10:19:55	9743.00	9789.00	9513.00	57603	20.1	45.1	45.2	30.2	22.2	362	365	972	240	59	13	25	46	0	0
18/06/21	10:19:56	9738.00	9770.00	9493.00	57390	20.1	45.1	45.2	30.2	22.1	362	365	972	240	59	13	25	46	0	0
18/06/21	10:19:57	9743.40	9779.00	9502.00	57386	20.1	45.2	45.2	30.2	22.1	362	365	972	240	29	13	25	46	0	0
18/06/21	10:19:58	9806.20	9943.00	9656.00	58327	20.1	45.2	45.2	30.2	22.1	363	364	972	240	29	13	25	46	0	0
18/06/21	10:19:59	9865.80	10048.00	9756.00	59078	20.1	45.1	45.2	30.2	22.1	363	364	972	240	59	13	25	46	0	0
18/06/21	10:20:00	9905.60	9988.00	9700.00	58813	20.1	45.1	45.1	30.2	22.1	363	365	972	240	59	27	25	46	0	0
18/06/21	10:20:01	9951.00	9997.00	9708.00	58824	20.1	45.1	45.1	30.2	22.1	363	364	972	240	59	27	25	46	0	0
18/06/21	10:20:02	9994.60	9997.00	9708.00	58853	20.0	45.1	45.1	30.2	22.1	363	364	972	240	29	13	0	46	0	0
18/06/21	10:20:03	10003.00	9985.00	9696.00	58763	20.0	45.2	45.1	30.2	22.2	363	364	972	240	0	13	0	46	0	0
18/06/21	10:20:04	10013.80	10102.00	9807.00	59485	20.0	45.1	45.1	30.2	22.2	363	364	972	240	29	13	0	46	0	0
18/06/21	10:20:05	10026.60	10052.00	9761.00	59212	20.1	45.1	45.1	30.2	22.2	364	364	972	240	59	27	25	46	0	0
18/06/21	10:20:06	10021.40	9963.00	9676.00	58794	20.1	45.1	45.1	30.2	22.2	364	364	972	240	59	27	25	46	0	0
18/06/21	10:20:07	10017.90	9996.00	9708.00	58942	20.0	45.1	45.1	30.2	22.2	364	364	972	240	29	13	0	46	0	0
18/06/21	10:20:08	10018.80	9983.00	9696.00	58914	20.0	45.1	45.1	30.2	22.2	364	364	972	240	29	13	0	46	0	0
18/06/21	10:20:09	9986.90	9902.00	9619.00	58513	20.0	45.1	45.1	30.2	22.2	364	364	972	240	29	13	0	46	0	0
18/06/21	10:20:10	9948.20	9815.00	9536.00	57981	20.0	45.1	45.1	30.2	22.2	364	364	972	240	29	13	0	46	0	0
18/06/21	10:20:11	9925.80	9903.00	9620.00	58462	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:12	9915.00	9948.00	9662.00	58679	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:13	9905.10	9932.00	9646.00	58639	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:14	9903.80	9940.00	9653.00	58677	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:15	9922.00	9959.00	9672.00	58703	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:16	9937.50	9914.00	9630.00	58447	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:17	9938.60	9948.00	9661.00	58634	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:18	9940.90	9955.00	9668.00	58707	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:19	9939.70	9905.00	9621.00	58441	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:20	9932.10	9918.00	9634.00	58559	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:21	9933.10	9965.00	9678.00	58769	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:22	9945.30	10019.00	9729.00	59145	20.0	45.0	45.1	30.0	22.2	364	364	972	240	59	13	50	46	0	0
18/06/21	10:20:23	9950.00	9931.00	9646.00	58593	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:24	9937.40	9803.00	9525.00	57840	20.0	45.0	45.1	30.1	22.2	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:25	9918.00	9826.00	9547.00	58048	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:26	9889.50	9772.00	9495.00	57725	20.0	45.1	45.0	30.0	22.2	364	364	972	240	29	27	50	46	0	0
18/06/21	10:20:27	9856.10	9878.00	9595.00	58332	20.0	45.1	45.0	30.1	22.2	364	364	972	240	29	27	25	46	0	0
18/06/21	10:20:28	9820.70	9718.00	9445.00	57417	20.0	45.0	45.1	30.0	22.2	364	364	972	240	59	13	50	46	0	0
18/06/21	10:20:29	9800.90	9818.00	9540.00	57931	20.0	45.0	45.0	30.1	22.2	364	364	972	240	59	27	25	46	0	0
