#MCPC Serial Number:9
#firmware=5.20
#mfgdate=16/6/2
#smpslop=285 
#smpoffs=411 
#satslop=292 
#satoffs=405 
#cal_tmp=22.9 
#coincid=3350 
#cs_diff=25.0
#prsslop=317 
#prsoffs=135 
#anlgcal=128
#
#YY/MM/DD	HR:MN:SC	aveconc	concent	rawconc	cnt_sec	condtmp	satttmp	satbtmp	optctmp	inlttmp	smpflow	satflow	pressur	condpwr	sattpwr	satbpwr	optcpwr	satfpwr	fillcnt	err_num
18/06/21	10:20:30	9800.00	9802.00	9524.00	57796	20.0	45.0	45.0	30.1	22.2	364	364	972	240	59	27	25	46	0	0
18/06/21	10:20:31	9800.00	9796.00	9519.00	57801	20.0	45.0	45.0	30.0	22.2	364	364	972	240	59	27	50	46	0	0
18/06/21	10:20:32	9796.40	9818.00	9540.00	57871	20.0	45.0	45.0	30.0	22.2	363	364	972	240	59	27	50	46	0	0
18/06/21	10:20:33	9794.00	9754.00	9479.00	57408	20.0	45.1	45.0	30.1	22.2	363	365	972	240	29	27	25	46	0	0
18/06/21	10:20:34	9782.50	9667.00	9398.00	56944	20.0	45.1	45.0	30.0	22.2	363	364	972	240	29	27	50	46	0	0
18/06/21	10:20:35	9751.90	9647.00	9379.00	56923	20.0	45.1	45.0	30.1	22.2	364	364	972	240	29	27	25	46	0	0
18/06/21	10:20:36	9728.20	9714.00	9440.00	57316	20.0	45.1	45.1	30.1	22.2	364	364	972	240	29	13	25	46	0	0
18/06/21	10:20:37	9705.70	9675.00	9404.00	57122	20.0	45.0	45.0	30.0	22.2	364	364	972	240	59	27	50	46	0	0
18/06/21	10:20:38	9672.30	9563.00	9298.00	56452	20.0	45.0	45.0	30.1	22.3	364	364	972	240	59	27	25	46	0	0
18/06/21	10:20:39	9648.40	9619.00	9351.00	56631	20.0	45.0	45.0	30.1	22.2	362	366	972	240	59	27	25	46	0	0
18/06/21	10:20:40	9651.40	9725.00	9451.00	57135	20.0	45.0	45.0	30.1	22.2	362	365	972	240	59	27	25	46	0	0
18/06/21	10:20:41	9639.40	9516.00	9253.00	56023	20.0	45.1	45.1	30.1	22.2	363	365	972	240	29	13	25	46	0	0
18/06/21	10:20:42	9604.00	9519.00	9257.00	56120	20.0	45.1	45.0	30.1	22.2	363	364	972	240	29	27	25	46	0	0
18/06/21	10:20:43	9591.30	9592.00	9326.00	56603	20.0	45.1	45.0	30.1	22.2	364	364	972	240	29	27	25	46	0	0
18/06/21	10:20:44	9594.90	9626.00	9358.00	56730	20.0	45.1	45.0	30.1	22.2	363	364	972	240	29	27	25	46	0	0
18/06/21	10:20:45	9573.10	9500.00	9239.00	56064	20.0	45.0	45.0	30.1	22.2	363	365	972	240	59	27	25	46	0	0
18/06/21	10:20:46	9555.60	9566.00	9301.00	56397	20.0	45.0	45.0	30.1	22.2	363	364	972	240	59	27	25	46	0	0
18/06/21	10:20:47	9569.00	9603.00	9336.00	56633	20.0	45.0	45.1	30.1	22.2	363	364	972	240	59	13	25	46	0	0
18/06/21	10:20:48	9567.10	9489.00	9228.00	55952	20.0	45.1	45.1	30.1	22.2	363	365	972	240	29	13	25	46	0	0
18/06/21	10:20:49	9551.40	9572.00	9306.00	56428	20.0	45.1	45.1	30.1	22.3	363	365	972	240	29	13	25	46	0	0
18/06/21	10:20:50	9570.70	9747.00	9472.00	57430	20.0	45.1	45.1	30.1	22.3	364	365	972	240	29	13	25	46	0	0
18/06/21	10:20:51	9600.60	9618.00	9350.00	56767	20.0	45.0	45.1	30.1	22.3	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:52	9606.70	9612.00	9345.00	56687	20.0	45.0	45.1	30.1	22.3	363	365	972	240	59	13	25	46	0	0
18/06/21	10:20:53	9616.80	9581.00	9316.00	56511	20.0	45.0	45.1	30.1	22.3	363	364	972	240	59	13	25	46	0	0
18/06/21	10:20:54	9630.10	9613.00	9345.00	56729	20.0	45.0	45.1	30.1	22.3	364	364	972	240	59	13	25	46	0	0
18/06/21	10:20:55	9631.60	9721.00	9447.00	57376	20.0	45.1	45.0	30.1	22.3	364	365	972	240	29	27	25	46	0	0
18/06/21	10:20:56	9631.60	9644.00	9376.00	56924	20.0	45.1	45.0	30.1	22.3	364	365	972	240	29	27	25	46	0	0
18/06/21	10:20:57	9627.90	9549.00	9284.00	56397	20.0	45.1	45.0	30.1	22.3	364	365	972	240	29	27	25	46	0	0
18/06/21	10:20:58	9623.00	9595.00	9328.00	56641	20.0	45.1	45.0	30.1	22.3	364	365	972	240	29	27	25	46	0	0
18/06/21	10:20:59	9623.90	9608.00	9341.00	56779	20.0	45.0	45.0	30.1	22.3	364	364	972	240	59	27	25	46	0	0
18/06/21	10:21:00	9602.50	9512.00	9251.00	56212	20.0	45.0	45.0	30.1	22.3	364	364	972	240	59	27	25	46	0	0
18/06/21	10:21:01	9569.40	9522.00	9260.00	56266	20.0	45.0	45.0	30.1	22.3	364	365	972	240	59	27	25	46	0	0
18/06/21	10:21:02	9560.30	9580.00	9315.00	56554	20.0	45.1	45.0	30.1	22.3	364	365	972	240	29	27	25	46	0	0
18/06/21	10:21:03	9557.90	9540.00	9276.00	56356	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:04	9545.50	9539.00	9275.00	56360	20.0	45.1	45.0	30.1	22.3	364	364	971	240	29	27	25	46	0	0
18/06/21	10:21:05	9538.00	9506.00	9245.00	56174	20.0	45.0	45.0	30.1	22.3	364	365	971	240	59	27	25	46	0	0
18/06/21	10:21:06	9541.70	9565.00	9301.00	56495	20.0	45.0	45.0	30.1	22.3	364	365	971	240	59	27	25	46	0	0
18/06/21	10:21:07	9545.50	9575.00	9310.00	56536	20.0	45.0	45.1	30.1	22.3	364	365	971	240	59	13	25	46	0	0
18/06/21	10:21:08	9544.80	9538.00	9274.00	56336	20.0	45.1	45.1	30.1	22.3	364	365	971	240	29	13	25	46	0	0
18/06/21	10:21:09	9561.30	9706.00	9434.00	57229	20.0	45.1	45.1	30.1	22.3	364	365	971	240	29	13	25	46	0	0
18/06/21	10:21:10	9601.50	9741.00	9467.00	57532	20.0	45.0	45.1	30.1	22.3	364	365	971	240	59	13	25	46	0	0
18/06/21	10:21:11	9637.00	9685.00	9414.00	57213	20.0	45.0	45.1	30.1	22.3	364	365	971	240	59	13	25	46	0	0
18/06/21	10:21:12	9661.60	9701.00	9430.00	57280	20.0	45.0	45.1	30.1	22.3	364	365	971	240	59	13	25	46	0	0
18/06/21	10:21:13	9679.70	9593.00	9326.00	56623	20.0	45.1	45.1	30.1	22.3	364	365	971	240	29	13	25	46	0	0
18/06/21	10:21:14	9676.50	9619.00	9351.00	56792	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:15	9658.40	9647.00	9377.00	57007	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:16	9640.40	9599.00	9332.00	56664	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:17	9615.60	9539.00	9275.00	56350	20.0	45.0	45.0	30.1	22.3	364	365	971	240	59	27	25	46	0	0
18/06/21	10:21:18	9605.10	9650.00	9380.00	56997	20.0	45.0	45.0	30.1	22.3	364	365	971	240	59	27	25	46	0	0
18/06/21	10:21:19	9613.20	9643.00	9375.00	56935	20.0	45.0	45.0	30.0	22.3	364	365	971	240	59	27	50	46	0	0
18/06/21	10:21:20	9618.90	9680.00	9409.00	57134	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:21	9624.80	9625.00	9357.00	56848	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:22	9631.50	9580.00	9315.00	56599	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:23	9640.90	9703.00	9432.00	57272	20.0	45.1	45.0	30.1	22.3	364	365	971	240	29	27	25	46	0	0
18/06/21	10:21:24	9641.80	9599.00	9332.00	56676	20.0	45.0	45.0	30.0	22.3	364	365	971	240	59	27	50	46	0	0
18/06/21	10:21:25	9625.90	9565.00	9301.00	56477	20.0	45.0	45.1	30.1	22.3	364	364	971	240	59	13	25	46	0	0
18/06/21	10:21:26	9597.90	9460.00	9202.00	55912	20.0	45.0	45.1	30.0	22.4	364	364	971	240	59	13	50	46	0	0
18/06/21	10:21:27	9565.20	9418.00	9161.00	55576	20.0	45.1	45.1	30.1	22.4	364	364	971	240	29	13	25	46	0	0
18/06/21	10:21:28	9516.60	9379.00	9124.00	55369	20.0	45.1	45.1	30.1	22.4	364	364	971	240	29	13	25	46	0	0
18/06/21	10:21:29	9465.20	9409.00	9153.00	55554	20.0	45.1	45.1	30.1	22.4	364	364	971	240	29	13	25	46	0	0
18/06/21	10:21:30	9431.70	9420.00	9162.00	55610	20.0	45.0	45.1	30.1	22.4	364	364	971	240	59	13	25	46	0	0
18/06/21	10:21:31	9418.30	9471.00	9212.00	55911	20.1	45.0	45.1	30.1	22.4	363	364	971	240	129	27	50	46	0	0
18/06/21	10:21:32	9428.70	9511.00	9249.00	56082	20.1	45.1	45.1	30.1	22.4	363	364	971	240	60	27	50	46	0	0
18/06/21	10:21:33	9455.00	9549.00	9285.00	56297	20.1	45.1	45.1	30.1	22.4	364	364	971	240	60	27	50	46	0	0
18/06/21	10:21:34	9477.80	9467.00	9208.00	55880	20.1	45.2	45.1	30.1	22.4	364	364	971	240	30	27	50	46	0	0
18/06/21	10:21:35	9487.40	9458.00	9199.00	55833	20.1	45.2	45.1	30.1	22.4	364	364	971	240	30	27	50	46	0	0
18/06/21	10:21:36	9483.50	9394.00	9139.00	55448	20.0	45.2	45.1	30.1	22.4	364	364	971	240	0	13	25	46	0	0
18/06/21	10:21:37	9485.90	9503.00	9241.00	56087	20.1	45.2	45.1	30.1	22.4	364	364	971	240	30	27	50	46	0	0
18/06/21	10:21:38	9466.10	9431.00	9173.00	55681	20.1	45.1	45.1	30.1	22.4	363	364	971	240	60	27	50	46	0	0
18/06/21	10:21:39	9463.30	9494.00	9232.00	55977	20.1	45.1	45.1	30.1	22.4	363	364	971	240	60	27	50	46	0	0
18/06/21	10:21:40	9486.80	9580.00	9315.00	56516	20.1	45.1	45.1	30.1	22.4	363	364	971	240	60	27	50	46	0	0
18/06/21	10:21:41	9488.40	9434.00	9176.00	55654	20.1	45.1	45.1	30.1	22.4	363	364	971	240	60	27	50	46	0	0
18/06/21	10:21:42	9481.80	9470.00	9210.00	55836	20.1	45.2	45.1	30.2	22.4	363	364	971	240	30	27	25	46	0	0
18/06/21	10:21:43	9498.20	9513.00	9251.00	56108	20.1	45.2	45.1	30.1	22.4	364	364	971	240	30	27	50	46	0	0
18/06/21	10:21:44	9502.20	9514.00	9252.00	56162	20.1	45.2	45.1	30.2	22.4	364	364	971	240	30	27	25	46	0	0
18/06/21	10:21:45	9492.80	9533.00	9270.00	56326	20.1	45.2	45.1	30.2	22.4	364	364	971	240	30	27	25	46	0	0
18/06/21	10:21:46	9472.60	9333.00	9081.00	55149	20.1	45.1	45.1	30.2	22.4	364	364	971	240	60	27	25	46	0	0
18/06/21	10:21:47	9479.00	9502.00	9241.00	56189	20.1	45.1	45.1	30.2	22.5	364	364	971	240	60	27	25	46	0	0
18/06/21	10:21:48	9489.40	9565.00	9301.00	56582	20.1	45.1	45.1	30.2	22.4	364	364	971	240	60	27	25	46	0	0
18/06/21	10:21:49	9500.20	9568.00	9303.00	56493	20.1	45.2	45.1	30.2	22.4	364	364	972	240	30	27	25	46	0	0
18/06/21	10:21:50	9510.00	9582.00	9315.00	56640	20.1	45.2	45.1	30.2	22.4	364	364	971	240	30	27	25	46	0	0
18/06/21	10:21:51	9631.20	9939.00	9654.00	58601	20.1	45.2	45.1	30.2	22.4	364	364	971	240	30	27	25	46	0	0
18/06/21	10:21:52	9757.60	10134.00	9838.00	59816	20.1	45.2	45.1	30.3	22.4	364	364	972	240	30	27	0	46	0	0
18/06/21	10:21:53	9902.20	10288.00	9982.00	60651	20.1	45.1	45.1	30.3	22.4	364	364	972	240	60	27	0	46	0	0
18/06/21	10:21:54	10079.40	10454.00	10139.00	61590	20.1	45.1	45.1	30.3	22.4	364	364	971	240	60	27	0	46	0	0
18/06/21	10:21:55	10251.60	10443.00	10128.00	61500	20.1	45.1	45.1	30.3	22.4	363	364	971	240	60	27	0	46	0	0
18/06/21	10:21:56	10360.20	10482.00	10164.00	61660	20.1	45.1	45.1	30.2	22.4	364	364	972	240	60	27	25	46	0	0
18/06/21	10:21:57	10438.20	10524.00	10205.00	61939	20.1	45.2	45.1	30.2	22.4	363	364	972	240	30	27	25	46	0	0
18/06/21	10:21:58	10501.80	10606.00	10281.00	62366	20.1	45.2	45.1	30.2	22.4	364	365	972	240	30	27	25	46	0	0
18/06/21	10:21:59	10556.40	10727.00	10395.00	63069	20.1	45.2	45.1	30.3	22.4	363	365	972	240	30	27	0	46	0	0
18/06/21	10:22:00	10613.20	10727.00	10395.00	63058	20.1	45.2	45.2	30.3	22.4	364	365	972	240	30	13	0	46	0	0
18/06/21	10:22:01	10694.40	10888.00	10545.00	64065	20.1	45.1	45.2	30.2	22.4	365	364	972	240	60	13	25	46	0	0
18/06/21	10:22:02	10805.80	11081.00	10728.00	65293	20.1	45.1	45.2	30.2	22.4	364	364	972	240	60	13	25	46	0	0
18/06/21	10:22:03	10905.60	11105.00	10749.00	65381	20.1	45.1	45.2	30.2	22.4	365	364	972	240	60	13	25	46	0	0
18/06/21	10:22:04	10963.00	11014.00	10665.00	64920	20.1	45.2	45.2	30.2	22.5	364	364	972	240	30	13	25	46	0	0
18/06/21	10:22:05	11011.60	10970.00	10624.00	64619	20.1	45.2	45.2	30.2	22.4	364	364	972	240	30	13	25	46	0	0
18/06/21	10:22:06	11002.60	10843.00	10504.00	63898	20.1	45.2	45.2	30.2	22.4	364	364	973	240	30	13	25	46	0	0
18/06/21	10:22:07	10932.80	10732.00	10400.00	63234	20.1	45.2	45.2	30.2	22.5	364	364	972	240	30	13	25	46	0	0
18/06/21	10:22:08	10841.60	10649.00	10321.00	62755	20.1	45.1	45.2	30.2	22.5	364	364	972	240	60	13	25	46	0	0
18/06/21	10:22:09	10847.00	11041.00	10690.00	64936	20.1	45.1	45.1	30.2	22.5	364	364	972	240	60	27	25	46	0	0
18/06/21	10:22:10	10991.80	11694.00	11301.00	68637	20.1	45.1	45.1	30.2	22.5	364	364	972	240	60	27	25	46	0	0
18/06/21	10:22:11	11355.00	12659.00	12198.00	74060	20.1	45.2	45.1	30.2	22.5	364	364	972	240	30	27	25	46	0	0
