data set, time, x, y, pollution
1, 11:16:48, 097.13631, 355.934960, 10914.60
1, 11:16:48, 097.13631, 355.934960, 10914.60
1, 11:16:49, 097.13631, 355.934960, 10878.40
1, 11:16:49, 097.13631, 355.934960, 10878.40
1, 11:16:50, 097.13631, 355.934960, 10866.40
1, 11:16:50, 097.13631, 355.934960, 10866.40
1, 11:16:51, 097.13631, 355.934960, 10863.40
1, 11:16:51, 097.13631, 355.934960, 10863.40
1, 11:16:52, 097.13631, 355.934960, 10885.80
1, 11:16:52, 097.13631, 355.934960, 10885.80
1, 11:16:53, 097.13631, 355.934960, 10933.80
1, 11:16:53, 097.13631, 355.934960, 10933.80
1, 11:16:54, 097.13631, 355.934960, 11018.20
1, 11:16:54, 097.13631, 355.934960, 11018.20
1, 11:16:55, 097.13631, 355.934960, 11131.00
1, 11:16:55, 097.13631, 355.934960, 11131.00
1, 11:16:56, 097.13631, 355.934960, 11283.80
1, 11:16:56, 097.13631, 355.934960, 11283.80
1, 11:16:57, 097.13631, 355.934960, 11448.00
1, 11:16:57, 097.13631, 355.934960, 11448.00
1, 11:16:58, 097.13631, 355.934960, 11609.80
1, 11:16:58, 096.91392, 355.823765, 11609.80
1, 11:16:59, 096.91392, 355.823765, 11721.10
1, 11:16:59, 096.13556, 355.712570, 11721.10
1, 11:17:00, 096.13556, 355.712570, 11791.70
1, 11:17:00, 094.69002, 355.712570, 11791.70
1, 11:17:01, 094.69002, 355.712570, 11782.60
1, 11:17:01, 092.79971, 355.601375, 11782.60
1, 11:17:02, 092.79971, 355.601375, 11710.10
1, 11:17:02, 090.68700, 355.601375, 11710.10
1, 11:17:03, 090.68700, 355.601375, 11601.80
1, 11:17:03, 088.24072, 55.4901804, 11601.80
1, 11:17:04, 088.24072, 55.4901804, 11481.30
1, 11:17:04, 085.57204, 355.490180, 11481.30
1, 11:17:05, 085.57204, 355.490180, 11365.80
1, 11:17:05, 082.56978, 355.490180, 11365.80
1, 11:17:06, 082.56978, 355.490180, 11301.70
1, 11:17:06, 079.45632, 355.378985, 11301.70
1, 11:17:07, 079.45632, 355.378985, 11293.80
1, 11:17:07, 076.12047, 355.378985, 11293.80
1, 11:17:08, 076.12047, 355.378985, 11347.10
1, 11:17:08, 072.78462, 355.267790, 11347.10
1, 11:17:09, 072.78462, 355.267790, 11482.10
1, 11:17:09, 069.33758, 355.156595, 11482.10
1, 11:17:10, 069.33758, 355.156595, 12126.40
1, 11:17:10, 066.00173, 355.045400, 12126.40
1, 11:17:11, 066.00173, 355.045400, 14306.00
1, 11:17:11, 062.66588, 54.9342058, 14306.00
1, 11:17:12, 062.66588, 54.9342058, 19468.40
1, 11:17:12, 059.55243, 354.711815, 19468.40
1, 11:17:13, 059.55243, 354.711815, 29061.60
1, 11:17:13, 056.66136, 354.600621, 29061.60
1, 11:17:14, 056.66136, 354.600621, 44073.30
1, 11:17:14, 054.10387, 355.045400, 44073.30
1, 11:17:15, 054.10387, 355.045400, 62838.60
1, 11:17:15, 051.87998, 356.268544, 62838.60
1, 11:17:16, 051.87998, 356.268544, 80993.00
1, 11:17:16, 050.32325, 358.381248, 80993.00
1, 11:17:17, 050.32325, 358.381248, 93324.50
1, 11:17:17, 049.43369, 361.383511, 93324.50
1, 11:17:18, 049.43369, 361.383511, 96125.80
1, 11:17:18, 049.10010, 365.052944, 96125.80
1, 11:17:19, 049.10010, 365.052944, 88798.90
1, 11:17:19, 049.21130, 369.278351, 88798.90
1, 11:17:20, 049.21130, 369.278351, 74068.30
1, 11:17:20, 049.76727, 373.837343, 74068.30
1, 11:17:21, 049.76727, 373.837343, 56673.20
1, 11:17:21, 050.54564, 378.285140, 56673.20
1, 11:17:22, 050.54564, 378.285140, 41117.80
1, 11:17:22, 051.43520, 382.732937, 41117.80
1, 11:17:23, 051.43520, 382.732937, 30006.00
1, 11:17:23, 052.32476, 387.180734, 30006.00
1, 11:17:24, 052.32476, 387.180734, 23154.10
1, 11:17:24, 052.99192, 391.850921, 23154.10
1, 11:17:25, 052.99192, 391.850921, 19212.20
1, 11:17:25, 053.43670, 396.632303, 19212.20
1, 11:17:26, 053.43670, 396.632303, 16856.00
1, 11:17:26, 053.54790, 401.636075, 16856.00
1, 11:17:27, 053.54790, 401.636075, 15375.70
1, 11:17:27, 053.54790, 406.751041, 15375.70
1, 11:17:28, 053.54790, 406.751041, 14443.10
1, 11:17:28, 053.54790, 411.977203, 14443.10
1, 11:17:29, 053.54790, 411.977203, 13882.00
1, 11:17:29, 053.54790, 416.980974, 13882.00
1, 11:17:30, 053.54790, 416.980974, 13554.40
1, 11:17:30, 053.54790, 421.762356, 13554.40
1, 11:17:31, 053.54790, 421.762356, 13360.40
1, 11:17:31, 053.43670, 425.876569, 13360.40
1, 11:17:32, 053.43670, 425.876569, 13261.80
1, 11:17:32, 053.54790, 429.434806, 13261.80
1, 11:17:33, 053.54790, 429.434806, 13231.20
1, 11:17:33, 053.65909, 431.992290, 13231.20
1, 11:17:34, 053.65909, 431.992290, 13205.80
1, 11:17:34, 053.77029, 433.660213, 13205.80
1, 11:17:35, 053.77029, 433.660213, 13156.50
1, 11:17:35, 053.88148, 5.10574796, 13156.50
1, 11:17:36, 053.88148, 5.10574796, 13130.20
1, 11:17:36, 053.88148, 436.996061, 13130.20
1, 11:17:37, 053.88148, 436.996061, 13142.90
1, 11:17:37, 053.88148, 439.664739, 13142.90
1, 11:17:38, 053.88148, 439.664739, 13168.30
1, 11:17:38, 054.10387, 443.556562, 13168.30
1, 11:17:39, 054.10387, 443.556562, 13221.90
1, 11:17:39, 054.21507, 447.893164, 13221.90
1, 11:17:40, 054.21507, 447.893164, 13320.40
1, 11:17:40, 054.21507, 452.563351, 13320.40
1, 11:17:41, 054.21507, 452.563351, 13433.40
1, 11:17:41, 053.99268, 457.567123, 13433.40
1, 11:17:42, 053.99268, 457.567123, 13526.60
1, 11:17:42, 053.65909, 463.126869, 13526.60
1, 11:17:43, 053.65909, 463.126869, 13611.30
1, 11:17:43, 053.10312, 468.909005, 13611.30
1, 11:17:44, 053.10312, 468.909005, 13688.50
1, 11:17:44, 052.76953, 474.913531, 13688.50
1, 11:17:45, 052.76953, 474.913531, 13746.30
1, 11:17:45, 052.43595, 480.806862, 13746.30
1, 11:17:46, 052.43595, 480.806862, 13774.40
1, 11:17:46, 052.32475, 486.922583, 13774.40
1, 11:17:47, 052.32475, 486.922583, 13785.70
1, 11:17:47, 052.32475, 492.927109, 13785.70
1, 11:17:48, 052.32475, 492.927109, 13792.10
1, 11:17:48, 051.99117, 498.709246, 13792.10
1, 11:17:49, 051.99117, 498.709246, 13782.20
1, 11:17:49, 051.32400, 504.380187, 13782.20
1, 11:17:50, 051.32400, 504.380187, 13752.60
1, 11:17:50, 050.76803, 509.939933, 13752.60
1, 11:17:51, 050.76803, 509.939933, 13719.80
1, 11:17:51, 050.54564, 15.3884849, 13719.80
1, 11:17:52, 050.54564, 15.3884849, 13667.80
1, 11:17:52, 050.43444, 520.614646, 13667.80
1, 11:17:53, 050.43444, 520.614646, 13573.10
1, 11:17:53, 050.43444, 525.284833, 13573.10
1, 11:17:54, 050.43444, 525.284833, 13448.70
1, 11:17:54, 050.32325, 529.287850, 13448.70
1, 11:17:55, 050.32325, 529.287850, 13298.00
1, 11:17:55, 050.32325, 532.290113, 13298.00
1, 11:17:56, 050.32325, 532.290113, 13130.30
1, 11:17:56, 050.32325, 34.2916225, 13130.30
1, 11:17:57, 050.32325, 34.2916225, 12956.40
1, 11:17:57, 050.32325, 535.403571, 12956.40
1, 11:17:58, 050.32325, 535.403571, 12762.10
1, 11:17:58, 050.32325, 536.626715, 12762.10
1, 11:17:59, 050.32325, 536.626715, 12536.30
1, 11:17:59, 050.32325, 538.294639, 12536.30
1, 11:18:00, 050.32325, 538.294639, 12306.30
1, 11:18:00, 050.32325, 540.407343, 12306.30
1, 11:18:01, 050.32325, 540.407343, 12072.90
1, 11:18:01, 050.32325, 542.631242, 12072.90
1, 11:18:02, 050.32325, 542.631242, 11845.30
1, 11:18:02, 050.10086, 544.743945, 11845.30
1, 11:18:03, 050.10086, 544.743945, 11667.40
1, 11:18:03, 049.54488, 546.523064, 11667.40
1, 11:18:04, 049.54488, 546.523064, 11537.80
1, 11:18:04, 048.43293, 547.746208, 11537.80
1, 11:18:05, 048.43293, 547.746208, 11453.00
1, 11:18:05, 047.20979, 48.4133782, 11453.00
1, 11:18:06, 047.20979, 48.4133782, 11415.00
1, 11:18:06, 046.20903, 548.524573, 11415.00
1, 11:18:07, 046.20903, 548.524573, 11419.60
1, 11:18:07, 045.43067, 548.413378, 11419.60
1, 11:18:08, 045.43067, 548.413378, 11466.10
1, 11:18:08, 044.42991, 548.302183, 11466.10
1, 11:18:09, 044.42991, 548.302183, 11539.70
1, 11:18:09, 043.09558, 547.968598, 11539.70
1, 11:18:10, 043.09558, 547.968598, 11622.50
1, 11:18:10, 041.20526, 547.635013, 11622.50
1, 11:18:11, 041.20526, 547.635013, 11707.20
1, 11:18:11, 038.98136, 547.301428, 11707.20
1, 11:18:12, 038.98136, 547.301428, 11794.50
1, 11:18:12, 036.42388, 546.967844, 11794.50
1, 11:18:13, 036.42388, 546.967844, 11847.90
1, 11:18:13, 033.64401, 546.745454, 11847.90
1, 11:18:14, 033.64401, 546.745454, 11894.60
1, 11:18:14, 030.64174, 546.634259, 11894.60
1, 11:18:15, 030.64174, 546.634259, 11945.90
1, 11:18:15, 027.52829, 546.523064, 11945.90
1, 11:18:16, 027.52829, 546.523064, 11997.90
1, 11:18:16, 024.08124, 546.523064, 11997.90
1, 11:18:17, 024.08124, 546.523064, 12080.60
1, 11:18:17, 020.52301, 546.411869, 12080.60
1, 11:18:18, 020.52301, 546.411869, 12217.70
1, 11:18:18, 016.85357, 546.411869, 12217.70
1, 11:18:19, 016.85357, 546.411869, 12431.00
1, 11:18:19, 013.29533, 546.300674, 12431.00
1, 11:18:20, 013.29533, 546.300674, 12747.80
1, 11:18:20, 009.73710, 546.300674, 12747.80
1, 11:18:21, 009.73710, 546.300674, 13094.10
1, 11:18:21, 006.17886, 546.189479, 13094.10
1, 11:18:22, 006.17886, 546.189479, 13387.60
1, 11:18:22, 002.50943, 546.078284, 13387.60
1, 11:18:23, 002.50943, 546.078284, 13601.90
1, 11:18:23, 998.83999, 545.855894, 13601.90
1, 11:18:24, 998.83999, 545.855894, 13628.40
1, 11:18:24, 995.17056, 545.744699, 13628.40
1, 11:18:25, 995.17056, 545.744699, 13452.00
1, 11:18:25, 991.61232, 545.744699, 13452.00
1, 11:18:26, 991.61232, 545.744699, 13262.60
1, 11:18:26, 988.38767, 45.9670898, 13262.60
1, 11:18:27, 988.38767, 45.9670898, 13125.60
1, 11:18:27, 985.60780, 546.078284, 13125.60
1, 11:18:28, 985.60780, 546.078284, 13109.00
1, 11:18:28, 983.71748, 546.189479, 13109.00
1, 11:18:29, 983.71748, 546.189479, 13328.40
1, 11:18:29, 982.60554, 546.189479, 13328.40
1, 11:18:30, 982.60554, 546.189479, 13776.60
1, 11:18:30, 981.82717, 546.300674, 13776.60
1, 11:18:31, 981.82717, 546.300674, 14275.20
1, 11:18:31, 980.82642, 46.3006746, 14275.20
1, 11:18:32, 980.82642, 46.3006746, 14720.80
1, 11:18:32, 979.15849, 546.189479, 14720.80
1, 11:18:33, 979.15849, 546.189479, 15063.20
1, 11:18:33, 977.15698, 546.078284, 15063.20
1, 11:18:34, 977.15698, 546.078284, 15259.60
1, 11:18:34, 974.59950, 545.744699, 15259.60
1, 11:18:35, 974.59950, 545.744699, 15315.80
1, 11:18:35, 971.70843, .411115190, 15315.80
1, 11:18:36, 971.70843, .411115190, 15463.20
1, 11:18:36, 968.37258, 545.188725, 15463.20
1, 11:18:37, 968.37258, 545.188725, 16159.80
1, 11:18:37, 964.81435, 545.077530, 16159.80
1, 11:18:38, 964.81435, 545.077530, 17657.00
1, 11:18:38, 961.14491, 544.966335, 17657.00
1, 11:18:39, 961.14491, 544.966335, 19797.40
1, 11:18:39, 957.25309, 545.077530, 19797.40
1, 11:18:40, 957.25309, 545.077530, 22198.80
1, 11:18:40, 953.25007, 545.299920, 22198.80
1, 11:18:41, 953.25007, 545.299920, 24461.80
1, 11:18:41, 949.35825, 545.411115, 24461.80
1, 11:18:42, 949.35825, 545.411115, 26209.60
1, 11:18:42, 945.57762, 545.522310, 26209.60
1, 11:18:43, 945.57762, 545.522310, 27313.80
1, 11:18:43, 942.24178, 545.744699, 27313.80
1, 11:18:44, 942.24178, 545.744699, 28204.80
1, 11:18:44, 938.90593, 45.8558948, 28204.80
1, 11:18:45, 938.90593, 45.8558948, 29589.20
1, 11:18:45, 935.68128, 45.7446999, 29589.20
1, 11:18:46, 935.68128, 45.7446999, 31104.40
1, 11:18:46, 932.56782, 545.744699, 31104.40
1, 11:18:47, 932.56782, 545.744699, 31868.00
1, 11:18:47, 929.67675, 545.855894, 31868.00
1, 11:18:48, 929.67675, 545.855894, 31946.60
1, 11:18:48, 926.67449, 545.855894, 31946.60
1, 11:18:49, 926.67449, 545.855894, 31578.80
1, 11:18:49, 923.78342, 545.855894, 31578.80
1, 11:18:50, 923.78342, 545.855894, 30784.00
1, 11:18:50, 921.00355, 545.744699, 30784.00
1, 11:18:51, 921.00355, 545.744699, 30497.60
1, 11:18:51, 918.66845, 545.633505, 30497.60
1, 11:18:52, 918.66845, 545.633505, 31434.60
1, 11:18:52, 916.88933, 545.522310, 31434.60
1, 11:18:53, 916.88933, 545.522310, 33123.20
1, 11:18:53, 915.77738, 545.299920, 33123.20
1, 11:18:54, 915.77738, 545.299920, 34894.40
1, 11:18:54, 914.77663, 45.0775304, 34894.40
1, 11:18:55, 914.77663, 45.0775304, 36369.60
1, 11:18:55, 913.33110, 44.5215557, 36369.60
1, 11:18:56, 913.33110, 44.5215557, 37198.40
1, 11:18:56, 911.66317, 543.076021, 37198.40
1, 11:18:57, 911.66317, 543.076021, 37143.40
1, 11:18:57, 910.21764, 540.629733, 37143.40
1, 11:18:58, 910.21764, 540.629733, 36303.80
1, 11:18:58, 909.10569, 537.961055, 36303.80
1, 11:18:59, 909.10569, 537.961055, 34749.00
1, 11:18:59, 908.54971, 534.958792, 34749.00
1, 11:19:00, 908.54971, 534.958792, 32360.60
1, 11:19:00, 908.32732, 531.845334, 32360.60
1, 11:19:02, 908.43852, 528.398291, 29110.00
1, 11:19:02, 908.66091, 524.617663, 29110.00
1, 11:19:03, 908.66091, 524.617663, 25632.80
1, 11:19:03, 908.77210, 20.2810617, 25632.80
1, 11:19:04, 908.77210, 20.2810617, 22261.00
1, 11:19:04, 908.88330, 515.499679, 22261.00
1, 11:19:05, 908.88330, 515.499679, 19402.80
1, 11:19:05, 908.88330, 510.384713, 19402.80
1, 11:19:06, 908.88330, 510.384713, 17242.80
1, 11:19:06, 908.88330, 505.269746, 17242.80
1, 11:19:07, 908.88330, 505.269746, 15848.00
1, 11:19:07, 908.99449, 500.043585, 15848.00
1, 11:19:08, 908.99449, 500.043585, 14961.80
1, 11:19:08, 908.99449, 494.817423, 14961.80
1, 11:19:09, 908.99449, 494.817423, 14465.00
1, 11:19:09, 909.10569, 489.702456, 14465.00
1, 11:19:10, 909.10569, 489.702456, 14061.00
1, 11:19:10, 909.21688, 484.587490, 14061.00
1, 11:19:11, 909.21688, 484.587490, 13757.40
1, 11:19:11, 909.21688, 479.472523, 13757.40
1, 11:19:12, 909.21688, 479.472523, 13585.60
1, 11:19:12, 909.32808, 474.579946, 13585.60
1, 11:19:13, 909.32808, 474.579946, 13599.20
1, 11:19:13, 909.43927, 469.909759, 13599.20
1, 11:19:14, 909.43927, 469.909759, 13958.40
1, 11:19:14, 909.55047, 465.684352, 13958.40
1, 11:19:15, 909.55047, 465.684352, 14660.00
1, 11:19:15, 909.55047, 461.792530, 14660.00
1, 11:19:16, 909.55047, 461.792530, 15503.40
1, 11:19:16, 909.66166, 458.345487, 15503.40
1, 11:19:17, 909.66166, 458.345487, 16282.20
1, 11:19:17, 909.66166, 455.565614, 16282.20
1, 11:19:18, 909.66166, 455.565614, 16826.40
1, 11:19:18, 909.66166, 453.452910, 16826.40
1, 11:19:19, 909.66166, 453.452910, 16854.40
1, 11:19:19, 909.77286, 452.007376, 16854.40
1, 11:19:20, 909.77286, 452.007376, 16441.80
1, 11:19:20, 909.77286, 450.673037, 16441.80
1, 11:19:21, 909.77286, 450.673037, 16004.40
1, 11:19:21, 909.77286, 449.227503, 16004.40
1, 11:19:22, 909.77286, 449.227503, 16345.20
1, 11:19:22, 909.77286, 447.448384, 16345.20
1, 11:19:23, 909.77286, 447.448384, 17596.90
1, 11:19:23, 909.77286, 445.335681, 17596.90
1, 11:19:24, 909.77286, 445.335681, 19644.50
1, 11:19:24, 909.77286, 442.889392, 19644.50
1, 11:19:25, 909.77286, 442.889392, 22250.60
1, 11:19:25, 909.88405, 439.998324, 22250.60
1, 11:19:26, 909.88405, 439.998324, 25491.70
1, 11:19:26, 910.10644, 436.551282, 25491.70
1, 11:19:27, 910.10644, 436.551282, 28961.20
1, 11:19:27, 910.10644, 432.659459, 28961.20
1, 11:19:28, 910.10644, 432.659459, 32427.40
1, 11:19:28, 910.10644, 428.434052, 32427.40
1, 11:19:29, 910.10644, 428.434052, 35529.90
1, 11:19:29, 910.10644, 423.875060, 35529.90
1, 11:19:30, 910.10644, 423.875060, 38029.90
1, 11:19:30, 909.99525, 419.204873, 38029.90
1, 11:19:31, 909.99525, 419.204873, 39688.60
1, 11:19:31, 909.99525, 414.534686, 39688.60
1, 11:19:32, 909.99525, 414.534686, 40299.70
1, 11:19:32, 909.99525, 409.642109, 40299.70
1, 11:19:33, 909.99525, 409.642109, 39584.90
1, 11:19:33, 909.99525, 404.638338, 39584.90
1, 11:19:34, 909.99525, 404.638338, 37592.80
1, 11:19:34, 909.99525, 399.523371, 37592.80
1, 11:19:35, 909.99525, 399.523371, 34799.80
1, 11:19:35, 909.99525, 394.519599, 34799.80
1, 11:19:36, 909.99525, 394.519599, 31466.10
1, 11:19:36, 909.99525, 389.627022, 31466.10
1, 11:19:37, 909.99525, 389.627022, 27679.40
1, 11:19:37, 909.99525, 85.0680309, 27679.40
1, 11:19:38, 909.99525, 85.0680309, 23922.50
1, 11:19:38, 909.99525, 380.953818, 23922.50
1, 11:19:39, 909.99525, 380.953818, 20755.10
1, 11:19:39, 909.88405, 377.506775, 20755.10
1, 11:19:40, 909.88405, 377.506775, 18260.40
1, 11:19:40, 909.88405, 374.838097, 18260.40
1, 11:19:41, 909.88405, 374.838097, 16212.90
1, 11:19:41, 909.77286, 372.725394, 16212.90
1, 11:19:42, 909.77286, 372.725394, 14545.60
1, 11:19:42, 909.66166, 370.723885, 14545.60
1, 11:19:43, 909.66166, 370.723885, 13332.10
1, 11:19:43, 909.43927, 368.388791, 13332.10
1, 11:19:44, 909.43927, 368.388791, 12544.10
1, 11:19:44, 909.32808, 365.608918, 12544.10
1, 11:19:45, 909.32808, 365.608918, 12034.50
1, 11:19:45, 909.10569, 362.829045, 12034.50
1, 11:19:46, 909.10569, 362.829045, 11683.70
1, 11:19:46, 908.66091, 360.049172, 11683.70
1, 11:19:47, 908.66091, 360.049172, 11439.60
1, 11:19:47, 907.88255, 357.380494, 11439.60
1, 11:19:48, 907.88255, 357.380494, 11262.10
1, 11:19:48, 906.54821, 355.156595, 11262.10
1, 11:19:49, 906.54821, 355.156595, 11151.80
1, 11:19:49, 904.65789, 353.488671, 11151.80
1, 11:19:50, 904.65789, 353.488671, 11068.40
1, 11:19:50, 902.21160, 352.487917, 11068.40
1, 11:19:51, 902.21160, 352.487917, 10989.10
1, 11:19:51, 899.32054, 352.043137, 10989.10
1, 11:19:52, 899.32054, 352.043137, 10916.80
1, 11:19:52, 895.98469, 351.820747, 10916.80
1, 11:19:53, 895.98469, 351.820747, 10870.60
1, 11:19:53, 892.20406, 351.820747, 10870.60
1, 11:19:54, 892.20406, 351.820747, 10856.70
1, 11:19:54, 888.20104, 351.820747, 10856.70
1, 11:19:55, 888.20104, 351.820747, 10882.40
1, 11:19:55, 883.86444, 51.9319428, 10882.40
1, 11:19:56, 883.86444, 51.9319428, 10958.10
1, 11:19:56, 879.19425, 352.043137, 10958.10
1, 11:19:57, 879.19425, 352.043137, 11055.30
1, 11:19:57, 874.41287, 352.265527, 11055.30
1, 11:19:58, 874.41287, 352.265527, 11144.40
1, 11:19:58, 869.52030, 352.487917, 11144.40
1, 11:19:59, 869.52030, 352.487917, 11217.70
1, 11:19:59, 864.73891, 352.821502, 11217.70
1, 11:20:00, 864.73891, 352.821502, 11307.20
1, 11:20:00, 859.95753, 353.043892, 11307.20
1, 11:20:01, 859.95753, 353.043892, 11454.80
1, 11:20:01, 855.28735, 353.488671, 11454.80
1, 11:20:02, 855.28735, 353.488671, 11717.00
1, 11:20:02, 850.50596, 353.822256, 11717.00
1, 11:20:03, 850.50596, 353.822256, 12158.80
1, 11:20:03, 845.94697, 354.155841, 12158.80
1, 11:20:04, 845.94697, 354.155841, 12778.20
1, 11:20:04, 841.38798, 354.378231, 12778.20
1, 11:20:05, 841.38798, 354.378231, 13419.70
1, 11:20:05, 836.82899, 354.600621, 13419.70
1, 11:20:06, 836.82899, 354.600621, 13783.60
1, 11:20:06, 832.38119, 354.378231, 13783.60
1, 11:20:07, 832.38119, 354.378231, 13713.20
1, 11:20:07, 827.82220, 353.711061, 13713.20
1, 11:20:08, 827.82220, 353.711061, 13260.40
1, 11:20:08, 823.26321, .599112389, 13260.40
1, 11:20:09, 823.26321, .599112389, 12531.80
1, 11:20:09, 818.70421, 350.931188, 12531.80
1, 11:20:10, 818.70421, 350.931188, 11706.10
1, 11:20:10, 814.14522, 348.707289, 11706.10
1, 11:20:11, 814.14522, 348.707289, 11067.10
1, 11:20:11, 809.69743, 346.038611, 11067.10
1, 11:20:12, 809.69743, 346.038611, 10719.80
1, 11:20:12, 805.69441, 343.147543, 10719.80
1, 11:20:13, 805.69441, 343.147543, 10559.60
1, 11:20:13, 801.69139, 340.145280, 10559.60
1, 11:20:14, 801.69139, 340.145280, 10470.30
1, 11:20:14, 798.13315, 336.920627, 10470.30
1, 11:20:15, 798.13315, 336.920627, 10397.50
1, 11:20:15, 794.79731, 333.584779, 10397.50
1, 11:20:16, 794.79731, 333.584779, 10327.40
1, 11:20:16, 791.79504, 330.248932, 10327.40
1, 11:20:17, 791.79504, 330.248932, 10257.40
1, 11:20:17, 789.34875, 327.469058, 10257.40
1, 11:20:18, 789.34875, 327.469058, 10191.00
1, 11:20:18, 787.12486, 325.689940, 10191.00
1, 11:20:19, 787.12486, 325.689940, 10152.80
1, 11:20:19, 785.12335, 325.022770, 10152.80
1, 11:20:20, 785.12335, 325.022770, 10145.30
1, 11:20:20, 783.34423, 325.467550, 10145.30
1, 11:20:21, 783.34423, 325.467550, 10130.00
1, 11:20:21, 782.00989, 326.468304, 10130.00
1, 11:20:22, 782.00989, 326.468304, 10112.20
1, 11:20:22, 780.89794, 328.136228, 10112.20
1, 11:20:23, 780.89794, 328.136228, 10114.90
1, 11:20:23, 779.89719, 330.248932, 10114.90
1, 11:20:24, 779.89719, 330.248932, 10105.90
1, 11:20:24, 779.11882, 332.695220, 10105.90
1, 11:20:25, 779.11882, 332.695220, 10060.40
1, 11:20:25, 778.67404, 335.475093, 10060.40
1, 11:20:26, 778.67404, 335.475093, 10019.30
1, 11:20:26, 778.34046, 338.588551, 10019.30
1, 11:20:27, 778.34046, 338.588551, 9994.70
1, 11:20:27, 778.34046, 342.035594, 9994.70
1, 11:20:28, 778.34046, 342.035594, 9959.00
1, 11:20:28, 778.34046, 345.816221, 9959.00
1, 11:20:29, 778.34046, 345.816221, 9925.80
1, 11:20:29, 778.45165, 349.819239, 9925.80
1, 11:20:30, 778.45165, 349.819239, 9935.30
1, 11:20:30, 778.45165, 53.8222565, 9935.30
1, 11:20:31, 778.45165, 53.8222565, 9955.30
1, 11:20:31, 778.56285, 358.047663, 9955.30
1, 11:20:32, 778.56285, 358.047663, 9955.00
1, 11:20:32, 778.67404, 362.384265, 9955.00
1, 11:20:33, 778.67404, 362.384265, 9958.70
1, 11:20:33, 778.67404, 366.609673, 9958.70
1, 11:20:34, 778.67404, 366.609673, 9955.10
1, 11:20:34, 778.67404, 371.057470, 9955.10
1, 11:20:35, 778.67404, 371.057470, 9928.70
1, 11:20:35, 778.78524, 375.616462, 9928.70
1, 11:20:36, 778.78524, 375.616462, 9899.10
1, 11:20:36, 778.78524, 380.175454, 9899.10
1, 11:20:37, 778.78524, 380.175454, 9887.50
1, 11:20:37, 778.78524, 384.956836, 9887.50
1, 11:20:38, 778.78524, 384.956836, 9881.50
1, 11:20:38, 778.89643, 389.849412, 9881.50
1, 11:20:39, 778.89643, 389.849412, 9868.50
1, 11:20:39, 778.89643, 394.630794, 9868.50
1, 11:20:40, 778.89643, 394.630794, 9864.00
1, 11:20:40, 778.89643, 399.523371, 9864.00
1, 11:20:41, 778.89643, 399.523371, 9859.60
1, 11:20:41, 778.78524, 404.193558, 9859.60
1, 11:20:42, 778.78524, 404.193558, 9841.90
1, 11:20:42, 778.78524, 408.863745, 9841.90
1, 11:20:43, 778.78524, 408.863745, 9825.90
1, 11:20:43, 778.67404, 413.422737, 9825.90
1, 11:20:44, 778.67404, 413.422737, 9835.60
1, 11:20:44, 778.67404, 417.870534, 9835.60
1, 11:20:45, 778.67404, 417.870534, 9863.00
1, 11:20:45, 778.67404, 22.2071364, 9863.00
1, 11:20:46, 778.67404, 22.2071364, 9881.40
1, 11:20:46, 778.78524, 426.543738, 9881.40
1, 11:20:47, 778.78524, 426.543738, 9900.70
1, 11:20:47, 778.89643, 430.769145, 9900.70
1, 11:20:48, 778.89643, 430.769145, 9928.30
1, 11:20:48, 779.11882, 434.660968, 9928.30
1, 11:20:49, 779.11882, 434.660968, 9942.80
1, 11:20:49, 779.56360, 438.108010, 9942.80
1, 11:20:50, 779.56360, 438.108010, 9963.40
1, 11:20:50, 780.45316, 440.887884, 9963.40
1, 11:20:51, 780.45316, 440.887884, 10007.20
1, 11:20:51, 781.89869, 443.111782, 10007.20
1, 11:20:52, 781.89869, 443.111782, 10067.20
1, 11:20:52, 783.90020, 44.7797065, 10067.20
1, 11:20:53, 783.90020, 44.7797065, 10122.60
1, 11:20:53, 786.23530, 445.891655, 10122.60
1, 11:20:54, 786.23530, 445.891655, 10197.40
1, 11:20:54, 788.79278, 446.447630, 10197.40
1, 11:20:55, 788.79278, 446.447630, 10242.80
1, 11:20:55, 791.57265, 446.558825, 10242.80
1, 11:20:56, 791.57265, 446.558825, 10262.60
1, 11:20:56, 794.79730, 446.558825, 10262.60
1, 11:20:57, 794.79730, 446.558825, 10262.60
1, 11:20:57, 798.35554, 446.447630, 10262.60
1, 11:20:58, 798.35554, 446.447630, 10271.20
1, 11:20:58, 802.02498, 446.336435, 10271.20
1, 11:20:59, 802.02498, 446.336435, 10267.40
1, 11:20:59, 805.80560, 446.225240, 10267.40
1, 11:21:00, 805.80560, 446.225240, 10240.80
1, 11:21:00, 809.69743, 446.002850, 10240.80
1, 11:21:01, 809.69743, 446.002850, 10222.40
1, 11:21:01, 813.70044, 445.669265, 10222.40
1, 11:21:02, 813.70044, 445.669265, 10203.40
1, 11:21:02, 817.70346, 445.335681, 10203.40
1, 11:21:03, 817.70346, 445.335681, 10130.00
1, 11:21:03, 821.59528, 45.0020964, 10130.00
1, 11:21:04, 821.59528, 45.0020964, 10035.60
1, 11:21:04, 825.48710, 444.668511, 10035.60
1, 11:21:05, 825.48710, 444.668511, 9966.60
1, 11:21:05, 829.37893, 444.223731, 9966.60
1, 11:21:06, 829.37893, 444.223731, 9901.00
1, 11:21:06, 832.93716, 443.890147, 9901.00
