3, 13:30:01
3, 13:30:02
3, 13:30:03
3, 13:30:04
3, 13:30:05
3, 13:30:06
3, 13:30:07
3, 13:30:08
3, 13:30:08
3, 13:30:09
3, 13:30:10
3, 13:30:11
3, 13:30:12
13, 13:30:13
15, 13:30:14
19, 13:30:15
23, 13:30:16
25, 13:30:16
26, 13:30:17
27, 13:30:18
30, 13:30:19
29, 13:30:20
30, 13:30:21
21, 13:30:22
21, 13:30:23
18, 13:30:24
18, 13:30:25
18, 13:30:25
15, 13:30:26
15, 13:30:27
15, 13:30:28
11, 13:30:29
11, 13:30:30
11, 13:30:31
10, 13:30:32
10, 13:30:33
10, 13:30:33
9, 13:30:34
9, 13:30:35
9, 13:30:36
7, 13:30:37
7, 13:30:38
7, 13:30:39
6, 13:30:40
6, 13:30:41
6, 13:30:42
6, 13:30:43
6, 13:30:43
6, 13:30:44
5, 13:30:45
5, 13:30:46
5, 13:30:47
4, 13:30:48
4, 13:30:49
4, 13:30:50
3, 13:30:51
3, 13:30:52
3, 13:30:52
3, 13:30:53
3, 13:30:54
3, 13:30:55
3, 13:30:56
3, 13:30:57
3, 13:30:58
3, 13:30:59
3, 13:31:00
3, 13:31:01
3, 13:31:02
3, 13:31:02
3, 13:31:03
2, 13:31:04
2, 13:31:05
2, 13:31:06
2, 13:31:07
2, 13:31:08
2, 13:31:09
2, 13:31:10
2, 13:31:11
2, 13:31:11
2, 13:31:12
2, 13:31:13
2, 13:31:14
3, 13:31:15
8, 13:31:16
11, 13:31:17
12, 13:31:18
12, 13:31:19
14, 13:31:20
14, 13:31:20
15, 13:31:21
15, 13:31:22
16, 13:31:23
14, 13:31:24
9, 13:31:25
7, 13:31:26
7, 13:31:27
7, 13:31:28
6, 13:31:28
6, 13:31:29
6, 13:31:30
6, 13:31:31
6, 13:31:32
6, 13:31:33
5, 13:31:34
5, 13:31:35
5, 13:31:35
5, 13:31:36
5, 13:31:37
5, 13:31:38
4, 13:31:39
4, 13:31:40
4, 13:31:41
4, 13:31:42
4, 13:31:43
4, 13:31:44
3, 13:31:45
3, 13:31:45
3, 13:31:46
3, 13:31:47
3, 13:31:48
3, 13:31:49
3, 13:31:50
3, 13:31:51
3, 13:31:52
3, 13:31:53
3, 13:31:54
3, 13:31:54
3, 13:31:55
3, 13:31:56
3, 13:31:57
